physical address,number of rooms,area of apartment,number of floors,apartment floor,price,repair,bathroom,view from the windows,terrace,year of construction,elevator,type of house,parking,link
"Москва, Ангарская ул., 65к2",1,37.7 м²,17,3,10300000,требует ремонта,совмещенный,"во двор, на солнечную сторону",лоджия,2005.0,1,панельный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_377_m_317_et._4511829132?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Шлюзовая наб., д. 2/1с1",1,71.9 м²,12,6,54212600,,"совмещенный, раздельный",во двор,,,1,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_719_m_612_et._4497762918?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ш. Дмитровское, вл. 87, стр. H",студия,28.4 м²,39,9,13100940,,,,,,1,монолитно-кирпичный,подземная,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_284_m_939_et._4437861964?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Елизаветинский пер., 6с1",студия,10.4 м²,5,1,3900000,косметический,совмещенный,во двор,,1960.0,нет,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_104_m_15_et._4623990444?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Каширское ш., вл. 1",1,18.8 м²,23,11,9394467,,совмещенный,на улицу,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_188_m_1123_et._4961548170?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Маршала Неделина, 4",2,37.8 м²,14,5,9900000,косметический,раздельный,во двор,лоджия,,2,панельный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_378_m_514_et._4223015784?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Московская обл., Ленинский г.о., рп. Дрожжино, Новое ш., 15",1,51.1 м²,10,6,8700000,косметический,,,,,,панельный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_511_m_610_et._4537158984?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"проезд Огородный/ ул. Валаамская, стр. 1",3,117.3 м²,27,4,51140000,,,,балкон,,,монолитный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_1173_m_427_et._4228820408?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Левобережная ул., 4к5",1,44.4 м²,19,8,12600000,косметический,совмещенный,во двор,лоджия,2014.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_444_m_819_et._4309510506?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"пр-д 1-й Сетуньский, д. 8",3,97.8 м²,41,37,78343650,,,,,,,монолитно-кирпичный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_978_m_3741_et._4310513902?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Лобненская ул., 12к3",3,71.7 м²,16,15,19500000,косметический,раздельный,во двор,лоджия,1982.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_717_m_1516_et._4156870405?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Краснопресненская наб., д. 14, корп. 1",3,105.9 м²,67,38,140392308,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_1059_m_3867_et._3172617468?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"п. Сосненское, д. Столбово, з/у 41/1Г, д. 7",3,61.5 м²,17,2,10823969,,совмещенный,во двор,,,1,монолитный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_615_m_217_et._4238763290?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Зорге, вл. 25",студия,24.5 м²,16,8,16526336,,совмещенный,на улицу,,,1,монолитный,"подземная, открытая во дворе",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_245_m_816_et._4238844292?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Севанская ул., 11",4,64 м²,9,7,15999999,евро,раздельный,,лоджия,,,панельный,,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_64_m_79_et._4237769727?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Очаковское ш., 2 этап, стр. 5.5",1,42.5 м²,27,3,15421040,,,,,,,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_425_m_327_et._4659171319?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Плющева, 15к3",2,56.8 м²,21,8,16700000,косметический,"совмещенный, раздельный",на улицу,лоджия,2022.0,2,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_568_m_821_et._4135914142?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Каширское ш., вл. 1",2,41.9 м²,23,19,15076468,,совмещенный,во двор,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_419_m_1923_et._4961676973?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Дмитровское ш., 96к5",2,64 м²,14,14,20000000,евро,раздельный,"во двор, на улицу, на солнечную сторону",лоджия,2009.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_64_m_1414_et._4263234669?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Ленинградское ш., стр. 7.3",3,116.4 м²,57,47,53253000,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_1164_m_4757_et._4659880175?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Ясеневая ул., 39к3",3,60.2 м²,9,3,14800000,косметический,раздельный,,лоджия,0.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_602_m_39_et._4197882769?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Академика Волгина, д. 2",3,78.7 м²,47,35,33502590,,,,,,3,монолитно-кирпичный,"подземная, открытая во дворе",https://www.avito.ru/moskva/kvartiry/3-k._kvartira_787_m_3547_et._2288288254?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Новомосковский административный округ, поселение Московский, жилой комплекс Филатов Луг, ул. Картмазовские Пруды, 2к1",3,65.7 м²,12,6,32199000,дизайнерский,совмещенный,"во двор, на улицу, на солнечную сторону",лоджия,,1,монолитный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_657_m_612_et._4404062177?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Краснопресненская наб., д. 14, корп. 2",3,96.4 м²,67,36,105000000,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_964_m_3667_et._3651752376?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Митинская ул., 52",1,37.7 м²,17,3,11900000,евро,совмещенный,,лоджия,1992.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_377_m_317_et._4369526420?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ш. Волоколамское, стр. 14",1,47.5 м²,20,8,26942000,,раздельный,,,,,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_475_m_820_et._4445570947?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Академика Скрябина, 28к1",1,31.3 м²,9,9,9650000,евро,совмещенный,во двор,балкон,1969.0,1,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_313_m_99_et._4064872266?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"пр-д 1-й Сетуньский, д. 8",1,38.9 м²,41,4,27476080,,,,,,,монолитно-кирпичный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_389_m_441_et._4309611754?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Демьяна Бедного, вл. 24",3,80.8 м²,46,10,51065600,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_808_m_1046_et._4470985448?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Елизаветинский пер., 6с1",студия,10.4 м²,5,1,3900000,косметический,совмещенный,во двор,,1960.0,нет,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_104_m_15_et._4623990444?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ш. Дмитровское, вл. 87, стр. H",студия,28.4 м²,39,9,13100940,,,,,,1,монолитно-кирпичный,подземная,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_284_m_939_et._4437861964?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Дмитровское ш., 96к5",2,64 м²,14,14,20000000,евро,раздельный,"во двор, на улицу, на солнечную сторону",лоджия,2009.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_64_m_1414_et._4263234669?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Шлюзовая наб., д. 2/1с1",1,71.9 м²,12,6,54212600,,"совмещенный, раздельный",во двор,,,1,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_719_m_612_et._4497762918?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Московская обл., Ленинский г.о., рп. Дрожжино, Новое ш., 15",1,51.1 м²,10,6,8700000,косметический,,,,,,панельный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_511_m_610_et._4537158984?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Волоколамское ш., стр. 1",2,48.9 м²,26,6,16706949,,,во двор,,,1,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_489_m_626_et._4326925311?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"проезд Огородный/ ул. Валаамская, стр. 1",3,117.3 м²,27,4,51140000,,,,балкон,,,монолитный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_1173_m_427_et._4228820408?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 6-я Кожуховская ул., 24",2,27 м²,7,1,6900000,требует ремонта,совмещенный,,,1956.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_27_m_17_et._4239813098?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Нижние Мневники, з/у 35",4,131.7 м²,12,12,90675450,,"совмещенный, раздельный",во двор,,,1,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1317_m_1212_et._2489005882?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"п. Сосненское, д. Столбово, з/у 41/1Г, д. 7",3,61.5 м²,17,2,10823969,,совмещенный,во двор,,,1,монолитный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_615_m_217_et._4238763290?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 6-я Радиальная ул., 7/1к2",студия,27.2 м²,20,2,5000000,требует ремонта,совмещенный,"во двор, на солнечную сторону",балкон,2023.0,1,монолитный,"подземная, открытая во дворе",https://www.avito.ru/moskva/kvartiry/dolya_v_kvartira-studii_272_m_220_et._4541778667?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Краснопресненская наб., д. 14, корп. 1",3,105.9 м²,67,38,140392308,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_1059_m_3867_et._3172617468?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Митинская ул., 52",1,37.7 м²,17,3,11900000,евро,совмещенный,,лоджия,1992.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_377_m_317_et._4369526420?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Очаковское ш., 2 этап, стр. 5.5",1,42.5 м²,27,3,15421040,,,,,,,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_425_m_327_et._4659171319?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Варшавское ш., 170Ек7",2,59.2 м²,19,18,21000000,евро,раздельный,"во двор, на улицу",лоджия,2022.0,1,монолитный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_592_m_1819_et._4513358648?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"пр-д 1-й Сетуньский, д. 8",1,54.7 м²,41,2,33216150,,,,,,,монолитно-кирпичный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_547_m_241_et._4310164178?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Ленинградское ш., 128",1,37 м²,17,11,11800000,евро,совмещенный,на улицу,,,,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_37_m_1117_et._4512175524?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Шаболовка, 27",1,31.8 м²,8,2,18500000,дизайнерский,совмещенный,"во двор, на солнечную сторону",,,1,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_318_m_28_et._4495355947?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Автозаводская, вл. 23/70",1,52.3 м²,17,7,29917211,,,,,,,монолитно-кирпичный,подземная,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_523_m_717_et._4486716227?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Полковая, вл. 1",2,52.5 м²,22,15,31543365,,,,,,,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_525_m_1522_et._3939080013?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Очаковское ш., 1 этап, стр. 5.4",2,60.5 м²,27,10,20605332,,,,,,,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_605_m_1027_et._4595136586?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Ленинградское ш., стр. 7.3",3,116.4 м²,57,47,53253000,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_1164_m_4757_et._4659880175?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Пулковская ул., 1/60",3,65.5 м²,9,2,17150000,требует ремонта,раздельный,"во двор, на улицу, на солнечную сторону",,1973.0,1,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_655_m_29_et._4499387064?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"проезд Огородный/ ул. Валаамская, стр. 1",2,118 м²,27,4,53050000,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_118_m_427_et._4228629170?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Академика Волгина, д. 2",3,78.7 м²,47,35,33502590,,,,,,3,монолитно-кирпичный,"подземная, открытая во дворе",https://www.avito.ru/moskva/kvartiry/3-k._kvartira_787_m_3547_et._2288288254?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Автозаводская ул., 19к1",студия,18.9 м²,5,5,4850000,требует ремонта,совмещенный,во двор,,,нет,кирпичный,,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_189_m_55_et._4494953890?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"п. Десеновское, квартал № 5, корп. 5/1",2,64.1 м²,14,9,14954530,,раздельный,"во двор, на улицу",лоджия,,,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_641_m_914_et._4512957666?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
